pitch_velocity,batterId,pitcherId,batter_side,pitcher_side,pitch_movement_x,pitch_movement_y,plate_x,plate_y,bat_speed,swing_length,pitch_zone,outs,balls,strikes,bat_score,fld_score,launch_angle,launch_speed
99.0,641680,656271,R,L,0.61,1.22,0.21,3.13,64.3,6.4,2,2,1,2,4,8,10.0,94.1
92.4,663697,668873,R,R,-0.45,1.24,0.01,3.76,68.9,6.8,12,1,3,2,0,0,86.0,57.7
86.0,630105,689017,L,R,-0.79,1.07,0.03,2.74,74.5,7.4,5,2,1,1,0,1,26.0,100.6
94.2,630105,669194,L,R,-0.41,1.66,0.17,3.48,63.3,5.8,12,1,1,0,2,11,58.0,70.1
84.4,656775,657376,L,R,1.02,0.14,-0.01,1.73,65.8,8.6,8,0,0,0,1,0,-36.0,58.0
91.1,606466,657277,L,R,0.0,0.69,0.11,2.83,63.8,5.4,5,2,1,1,0,7,14.0,75.4
94.7,691011,689017,L,R,-0.57,1.33,-0.58,3.58,69.8,6.6,11,1,2,2,1,0,43.0,91.4
92.9,687401,493603,R,R,-1.15,0.53,-0.19,2.96,68.1,6.5,2,2,0,2,7,2,50.0,88.3
82.1,578428,657649,R,L,-1.03,-0.54,0.32,1.18,62.3,7.5,14,1,1,2,0,0,5.0,86.6
91.7,656541,607200,L,R,-0.48,0.55,-0.94,2.63,78.1,7.1,13,0,0,0,1,4,-18.0,89.4
94.4,682668,668964,R,R,-0.29,1.64,0.68,2.42,74.1,7.5,6,2,1,2,0,2,22.0,91.9
84.1,672580,686747,R,L,1.2,0.81,0.53,2.54,70.4,7.2,6,1,2,2,3,0,-39.0,85.6
82.3,683002,543037,L,R,1.01,-1.26,0.2,2.7,77.8,7.0,5,0,1,1,0,1,18.0,100.8
92.4,608070,686730,L,R,-0.35,1.35,-0.44,3.14,69.9,6.7,1,1,1,0,1,0,48.0,79.3
93.6,663656,682243,L,R,-0.1,1.41,0.52,3.62,28.0,4.7,12,2,2,0,0,1,-47.0,69.1
94.3,664761,663623,R,R,-1.12,0.86,-0.31,2.54,72.8,6.8,4,1,0,0,1,0,-4.0,102.1
97.5,663743,676969,R,R,-1.32,0.79,0.93,3.26,64.6,6.1,12,2,2,2,3,0,27.0,76.7
96.2,621438,625643,R,R,-0.39,1.29,0.19,2.76,62.3,6.9,5,1,0,1,0,1,44.0,79.7
96.0,669364,686973,L,R,-0.8,1.19,-0.41,3.13,62.6,5.7,1,0,0,1,3,2,17.0,80.6
87.1,679822,680880,R,R,-0.97,0.21,-0.25,2.43,70.4,6.1,5,0,2,2,3,3,40.0,74.9
82.9,663457,607536,L,L,-0.13,-0.28,-0.76,1.54,71.1,7.0,7,2,0,1,5,4,-27.0,62.6
95.6,680777,622786,R,R,-1.49,0.63,-0.25,2.59,73.7,8.2,5,1,2,0,1,4,60.0,76.9
86.5,663728,650556,L,R,0.56,-0.85,0.0,2.03,79.4,8.3,8,2,0,2,3,4,-26.0,84.3
95.8,607680,594798,R,R,-0.51,1.46,0.12,2.34,73.1,7.6,5,0,0,1,1,4,13.0,79.0
88.4,686611,605400,R,R,-0.41,0.81,0.7,2.3,71.7,7.7,6,0,1,2,3,6,19.0,104.4
95.1,623168,690916,L,R,-0.13,1.5,0.74,3.04,66.8,6.8,3,1,0,0,0,0,32.0,64.9
95.0,702616,805673,L,R,-0.71,1.51,0.07,3.11,70.1,6.6,2,1,2,2,4,0,54.0,74.6
91.6,457705,657649,R,L,0.08,0.92,0.1,3.06,74.3,6.8,2,1,2,2,2,5,2.0,56.7
88.2,680977,669062,L,L,1.09,0.32,0.34,2.52,68.7,6.8,6,0,3,2,2,5,17.0,101.0
95.2,671739,679525,L,R,-1.32,0.6,0.22,1.45,74.1,7.8,8,0,0,1,1,3,-25.0,90.0
96.7,621493,594798,R,R,-0.85,1.42,0.07,2.79,75.3,7.1,5,0,0,0,0,3,48.0,98.7
92.0,656448,621381,R,L,1.04,1.58,0.27,2.16,79.1,8.5,8,2,2,1,3,6,42.0,95.7
95.3,680776,686752,L,R,-0.71,1.6,-0.66,3.15,63.4,6.7,1,0,0,0,0,0,44.0,80.0
94.0,642715,656849,R,L,0.33,0.84,-0.7,2.62,59.6,7.2,4,2,2,2,0,5,-14.0,79.2
92.4,516782,656550,R,R,0.05,0.97,0.74,2.64,71.8,7.5,6,0,3,1,0,1,66.0,76.6
87.3,656541,680736,L,L,0.04,0.34,0.0,1.78,77.3,7.2,8,0,0,0,2,8,1.0,99.3
93.2,691016,676106,L,R,-1.09,1.06,-0.81,3.6,71.5,6.1,11,0,1,2,2,3,25.0,99.3
96.2,502110,680885,R,R,-0.53,1.04,0.37,1.61,75.5,8.6,14,2,3,1,0,3,-20.0,78.9
86.1,664040,472610,L,R,-1.04,0.53,-0.32,2.7,76.2,7.0,1,0,0,0,6,2,-42.0,64.5
91.6,666624,676710,R,R,-0.69,1.57,0.35,3.08,74.0,8.3,3,2,1,0,2,1,52.0,96.7
93.3,681297,681892,L,L,1.43,0.46,-0.17,3.21,66.5,5.9,2,2,1,2,7,0,51.0,81.3
98.3,663662,700187,R,R,-1.33,1.07,-0.39,3.02,70.3,6.1,1,0,2,2,0,2,64.0,71.1
86.0,683734,680744,R,R,-1.08,0.02,-0.75,2.76,67.5,7.0,1,1,1,2,1,0,-4.0,98.5
88.8,621439,656848,R,R,0.33,0.09,0.18,2.13,72.2,7.9,8,0,0,1,3,3,13.0,102.1
96.1,672279,806185,L,R,-0.85,1.35,0.02,2.08,74.1,7.3,8,1,0,1,1,0,51.0,75.1
86.9,700932,681293,L,R,-1.0,0.34,-0.25,2.64,66.8,7.1,2,1,1,1,0,5,38.0,74.1
75.8,643289,676282,R,L,0.66,1.0,-0.14,2.69,62.2,7.8,5,1,1,1,1,0,43.0,86.0
82.4,668715,681799,R,R,1.74,-0.31,0.29,2.8,75.3,7.4,3,1,2,1,3,0,66.0,83.6
95.9,671277,614179,L,R,-1.38,1.01,-0.59,2.5,73.7,7.7,4,0,0,0,3,6,54.0,75.2
93.5,666971,681190,R,R,-0.48,1.28,0.68,3.01,73.4,7.0,6,1,1,2,0,0,47.0,89.8
79.9,680869,642100,R,L,-0.52,-0.15,-0.35,2.16,74.0,7.3,4,1,1,0,0,6,13.0,67.3
84.2,676113,628317,L,R,-0.77,0.11,-0.82,2.63,72.3,7.5,4,1,0,0,2,0,-15.0,64.6
93.6,666158,605397,L,R,-0.19,0.79,-0.36,3.43,62.8,5.1,11,0,1,2,0,0,5.0,101.9
81.4,686676,628317,R,R,0.68,0.69,-0.11,2.38,68.9,7.2,5,1,0,0,0,0,61.0,70.6
91.3,701305,661403,R,R,0.34,0.66,-0.49,3.26,72.8,8.1,1,1,2,2,4,3,75.0,78.1
80.1,682829,543294,L,R,-1.26,0.55,-0.72,1.96,73.7,8.1,7,2,0,1,0,0,7.0,77.3
99.5,657077,683003,L,R,-0.68,1.52,1.29,2.72,69.0,5.9,12,2,3,1,0,0,77.0,43.4
84.5,672515,657277,R,R,1.58,-0.02,0.64,2.54,77.9,6.8,6,0,2,2,0,7,-23.0,65.6
79.4,668901,669084,R,L,-1.12,-0.87,0.24,2.07,76.0,7.9,8,0,3,2,5,0,-58.0,67.8
89.8,467793,678368,L,R,-0.02,1.41,-0.22,2.88,75.1,7.6,2,1,0,0,0,1,82.0,80.5
80.6,641857,808967,L,R,0.83,-1.08,0.06,1.58,73.5,8.0,8,2,0,2,2,4,-26.0,68.0
87.9,669016,592866,L,R,-0.04,0.83,0.23,3.02,64.9,5.9,2,2,2,1,0,4,40.0,76.9
95.8,572138,669923,L,R,-0.61,1.23,0.01,2.95,66.7,5.4,2,0,3,2,1,2,57.0,66.9
88.2,643289,669302,R,R,0.09,-0.03,0.4,1.86,62.6,8.1,9,1,0,0,1,3,5.0,84.4
89.5,592206,665871,R,R,-1.16,0.76,-0.73,2.69,76.8,7.0,4,1,1,0,5,4,8.0,107.3
78.5,657557,571578,R,L,-0.27,0.13,0.59,1.48,68.1,7.4,9,0,1,1,4,4,42.0,79.1
94.4,624585,663738,R,L,0.92,1.29,-0.11,2.48,81.6,7.7,5,1,0,1,1,1,63.0,72.4
83.0,672515,527048,R,L,1.0,1.05,-0.55,1.91,70.9,7.7,7,0,3,2,0,1,-42.0,74.8
88.2,444482,573009,L,L,1.63,-0.09,0.11,1.6,74.4,7.9,8,2,2,2,2,7,-42.0,87.4
82.8,621493,663436,R,R,0.47,0.09,0.58,2.92,68.1,6.6,3,0,2,2,0,2,51.0,81.7
85.0,681624,615698,R,R,0.08,-0.21,-0.84,1.94,74.9,8.2,13,0,2,2,2,1,-20.0,80.9
92.4,596142,663559,R,L,0.26,1.38,0.22,3.36,66.6,6.5,2,0,2,2,0,0,46.0,71.0
98.5,687957,686799,L,R,-1.37,0.1,-0.68,2.2,67.4,6.9,4,1,0,1,0,0,24.0,76.9
96.2,666149,669461,R,L,0.67,1.15,0.39,3.21,69.4,6.8,3,2,0,0,5,5,3.0,101.2
84.2,543760,656288,R,R,0.8,0.07,0.65,3.17,58.2,7.2,3,0,0,1,0,0,53.0,70.5
91.8,677008,623437,L,R,-0.52,0.76,0.78,3.11,66.8,6.2,6,2,0,0,9,0,43.0,59.2
95.5,593871,686613,L,R,-1.38,0.94,-0.55,2.72,74.7,7.4,4,2,2,2,1,0,14.0,83.5
86.7,663538,614179,R,R,0.35,-0.26,0.73,2.18,64.2,7.3,6,0,1,2,4,8,61.0,65.4
91.4,606466,663362,L,R,-0.63,1.31,0.32,2.51,65.7,6.4,6,0,1,2,7,2,37.0,83.7
87.7,686823,571656,L,R,-1.31,-0.08,-0.47,1.13,67.6,7.6,13,2,1,1,2,1,1.0,81.8
97.3,608336,668674,L,R,-0.87,1.05,0.58,3.65,65.5,6.3,12,1,0,0,4,7,71.0,77.1
88.6,571771,683409,R,R,-0.76,0.12,-0.09,1.41,69.9,8.1,13,1,1,2,8,2,8.0,100.2
88.9,656775,641835,L,L,-0.1,0.33,0.47,1.88,72.9,7.6,9,0,2,2,4,1,-7.0,97.8
96.3,663698,606303,R,R,-0.79,1.44,-0.04,2.77,74.3,7.0,5,2,0,1,2,7,36.0,96.9
88.4,678246,542881,R,L,0.13,1.6,-0.37,2.02,75.2,8.2,7,0,2,0,0,0,10.0,84.2
89.0,670623,621383,R,L,-0.4,0.81,-0.52,2.66,76.6,8.2,4,0,0,1,0,1,50.0,83.2
87.7,607043,607067,L,R,0.14,0.67,-0.56,2.61,74.2,7.1,4,1,0,0,0,0,12.0,106.1
98.1,624641,678606,R,L,1.26,0.8,-0.26,2.99,70.5,8.1,2,1,0,2,0,2,62.0,66.8
92.1,670042,687765,L,R,0.45,0.26,0.11,3.42,69.1,6.1,2,1,1,0,0,0,54.0,84.2
95.6,663886,668873,R,R,-0.37,1.34,0.02,2.41,68.5,6.8,5,0,3,2,0,0,30.0,80.0
91.9,656896,681892,R,L,0.09,0.81,-0.82,2.32,72.1,6.3,4,0,1,1,3,0,55.0,63.5
96.0,502671,676254,R,R,-1.72,-0.03,-0.07,2.28,71.1,7.7,5,1,0,0,5,5,6.0,106.3
93.9,683083,670167,L,R,-0.59,0.73,0.13,2.88,59.9,5.2,2,1,1,1,0,3,-2.0,86.9
79.6,668715,592791,R,R,1.1,0.04,0.52,2.11,69.4,7.7,6,0,0,2,0,0,29.0,96.4
80.6,593871,657571,R,L,-0.58,-1.08,-0.65,2.07,72.4,7.2,7,0,1,2,5,1,-30.0,82.3
92.0,624641,657006,R,L,0.29,1.32,-0.27,2.21,75.5,7.8,8,2,1,2,2,6,37.0,49.4
77.6,661388,500779,R,L,-0.64,-0.71,0.55,1.76,73.3,7.9,9,1,0,0,0,0,-54.0,52.7
96.0,700250,676755,L,R,-0.76,1.81,-0.54,3.23,67.4,6.6,1,2,2,2,4,3,59.0,81.4
85.3,493329,669276,R,L,-0.37,0.35,0.67,2.61,75.1,7.9,6,0,3,2,4,2,58.0,65.0
89.1,543807,670766,R,R,-0.68,1.29,-0.4,2.82,76.6,8.1,4,0,3,2,1,8,-29.0,68.2
91.4,672569,605177,R,L,0.58,1.54,-0.47,3.68,55.8,5.1,11,0,3,2,2,4,38.0,70.4
87.4,657656,592773,R,R,0.28,0.0,0.19,2.36,74.6,6.6,5,1,1,1,5,0,1.0,91.2
78.2,672580,571578,R,L,-0.2,0.01,0.05,2.57,71.0,7.9,5,2,0,0,1,1,52.0,91.4
90.7,628451,641302,R,L,0.97,1.35,0.44,2.67,73.5,7.0,3,2,2,1,0,3,50.0,91.1
88.3,519203,621107,L,R,-0.03,0.76,0.12,3.67,64.5,5.9,2,0,0,1,1,8,43.0,63.2
95.9,686765,592332,L,R,-1.08,1.48,0.1,2.39,66.2,6.8,5,2,0,1,0,0,14.0,78.6
96.8,502671,656234,R,R,-0.69,0.18,-0.7,2.28,71.3,7.1,4,0,3,2,7,3,22.0,72.4
78.7,641598,676664,R,L,-1.08,0.4,-0.62,3.05,70.2,6.6,1,2,1,2,2,0,36.0,93.0
95.6,682998,702352,L,R,-1.44,0.34,-0.26,1.99,74.1,7.0,5,1,3,2,5,2,64.0,87.8
96.3,664040,669373,L,L,1.4,0.93,-0.28,2.91,68.3,5.7,1,0,0,1,0,0,28.0,93.6
90.5,607043,657649,L,L,-0.26,0.67,-0.61,2.06,71.8,7.9,7,2,2,1,0,0,36.0,72.9
98.0,608348,621053,R,R,-0.85,1.29,-0.15,2.83,79.9,6.9,2,1,2,2,2,3,18.0,105.2
93.3,444482,593958,L,L,0.87,0.81,-1.02,2.99,37.7,5.6,11,1,0,2,0,0,-64.0,65.2
86.7,621438,605452,R,R,0.25,-0.06,0.36,2.32,68.8,8.2,6,0,1,1,2,6,8.0,81.1
89.9,656775,641927,L,R,-0.62,1.32,-0.09,2.72,71.1,7.2,5,0,0,0,0,2,47.0,65.6
96.1,669221,679525,R,R,-0.51,1.45,-0.21,2.55,82.0,8.3,5,2,0,0,0,3,70.0,86.1
78.3,676572,623167,R,R,0.81,-0.46,1.11,3.21,68.4,6.4,12,2,1,1,0,0,16.0,65.4
99.2,661388,547973,R,L,0.42,1.38,-0.26,1.86,67.1,6.9,8,0,3,2,1,2,-53.0,89.0
84.1,621550,650911,R,L,-0.07,-0.15,0.3,2.14,66.8,7.9,6,0,0,0,0,4,54.0,82.6
96.6,677588,672582,L,L,1.54,0.27,0.65,2.38,70.6,6.1,6,1,3,2,0,3,-52.0,79.6
92.2,542303,493603,R,R,-1.16,0.69,-0.43,2.6,59.1,5.6,4,1,0,0,5,1,22.0,79.7
95.0,694671,672710,R,R,-1.29,1.06,-0.96,3.14,73.8,6.1,11,1,1,1,4,2,23.0,60.8
90.3,691023,666808,R,R,0.4,-0.01,-0.21,1.61,72.7,9.0,13,2,2,1,6,3,-5.0,79.0
89.7,572233,681190,R,R,-0.01,0.54,0.95,1.89,72.2,7.4,14,2,3,1,0,0,-20.0,86.9
93.7,650402,665152,R,R,-1.1,1.03,-0.43,2.12,76.2,7.5,4,2,1,1,0,1,10.0,107.9
94.2,456781,656629,R,R,0.38,0.62,0.87,2.34,70.0,7.0,12,2,1,1,3,4,54.0,74.3
76.7,665833,650644,L,R,1.1,-1.27,0.15,2.51,81.3,7.7,5,1,1,0,0,1,-2.0,95.0
93.5,663368,669387,L,R,-0.23,1.03,0.63,2.95,69.6,6.7,3,0,1,1,5,2,20.0,82.1
91.3,672820,519326,R,R,-0.62,0.96,0.14,2.74,73.4,6.7,5,1,3,2,1,2,51.0,74.1
96.2,668845,623465,R,R,-1.01,0.95,0.67,1.9,62.6,7.0,9,0,0,1,1,0,50.0,88.3
98.6,669003,657585,L,R,-0.79,1.21,0.11,1.88,79.6,7.8,8,0,0,0,2,0,2.0,110.3
86.5,602104,690925,R,R,0.36,-0.26,-0.65,2.23,67.9,7.8,4,1,0,1,7,1,-11.0,90.5
91.8,664774,669467,L,R,0.2,0.62,0.6,2.36,61.2,6.3,6,2,1,1,2,1,-31.0,86.1
97.5,677649,686799,R,R,-1.37,0.44,-0.82,3.13,60.7,5.1,1,2,0,0,0,0,21.0,77.6
87.0,621493,605121,R,R,0.76,0.14,-0.11,1.69,71.0,7.6,8,1,2,2,3,3,-10.0,92.2
79.6,664056,571948,R,L,-1.64,-0.06,-0.75,2.31,69.1,5.8,4,1,1,1,2,7,17.0,34.1
89.0,669234,664076,R,L,-0.29,0.1,-0.48,2.09,72.0,7.2,7,1,3,2,3,3,48.0,100.0
84.6,669257,650633,R,R,0.36,-0.35,1.07,1.69,49.5,7.8,14,2,1,1,1,0,-18.0,62.5
86.4,596019,572955,L,R,0.84,-0.19,0.15,1.72,80.2,8.1,8,1,0,0,6,7,35.0,107.2
82.7,807799,592332,L,R,0.08,0.24,-0.03,1.47,76.2,8.0,8,2,2,0,1,4,68.0,72.3
90.4,665489,670766,R,R,-1.51,0.45,-1.01,2.74,61.0,6.0,11,0,0,0,1,5,-86.0,49.7
82.5,657041,434378,R,R,-1.07,0.62,-0.43,2.36,75.1,7.1,4,0,1,0,3,4,87.0,84.6
82.4,673548,663465,R,L,1.18,1.16,0.77,2.52,71.3,7.0,6,0,0,1,6,2,59.0,82.3
90.4,641680,518397,R,L,1.18,0.38,0.71,2.22,73.1,7.9,6,1,2,1,3,4,20.0,105.0
93.8,668885,544150,R,R,-0.61,1.49,0.21,3.2,64.0,6.1,2,0,0,0,2,3,37.0,86.6
83.5,664034,669713,R,R,1.67,-0.4,0.4,1.85,75.7,8.3,9,0,1,2,0,0,-26.0,78.9
81.7,606192,663372,R,R,1.16,-0.04,0.29,2.85,74.1,8.2,6,2,0,1,0,0,52.0,76.9
98.2,678662,523260,R,R,-0.97,1.05,-0.53,2.4,63.3,5.7,4,0,3,2,3,10,17.0,66.1
88.0,656775,641154,L,R,-1.43,0.59,-0.11,1.81,71.5,8.3,8,1,2,0,2,0,77.0,78.7
98.5,671213,671737,L,R,-0.47,1.58,-0.04,3.32,72.2,6.7,2,2,0,1,0,0,43.0,80.4
91.2,680700,682990,L,R,0.07,0.67,0.18,2.92,64.2,6.2,2,0,0,1,1,2,-9.0,84.2
90.3,645302,687765,R,R,0.38,-0.13,0.13,2.64,57.0,5.7,2,1,2,2,2,0,35.0,71.7
88.4,669224,543056,L,L,0.91,1.13,-0.45,3.41,72.7,7.0,1,2,2,2,3,8,76.0,80.5
98.4,456781,683618,R,R,-0.25,1.21,-0.63,2.26,70.1,7.6,4,0,1,0,4,1,9.0,103.2
85.2,691176,657097,L,R,0.89,-0.05,-0.92,2.06,73.8,8.0,13,0,1,2,3,8,-33.0,106.5
92.4,691176,663559,R,L,0.21,1.58,-1.02,2.54,73.2,7.9,11,0,0,0,2,0,-31.0,77.0
85.9,664913,676106,L,R,-1.41,0.29,-0.19,2.08,75.3,7.7,8,0,1,0,3,3,14.0,90.2
84.9,671056,607536,R,L,-0.19,0.76,-0.5,2.52,77.8,8.0,4,1,0,0,5,2,-21.0,87.9
88.7,605141,592094,R,R,-1.45,0.13,0.14,1.99,69.1,7.5,5,0,2,2,1,4,-43.0,67.8
98.3,678662,680736,R,L,0.27,1.12,-0.2,2.49,64.5,6.2,5,1,0,2,2,8,32.0,85.6
93.2,676694,681870,R,L,0.61,1.76,-0.67,2.94,61.6,6.3,1,1,0,2,5,0,62.0,75.9
97.3,687093,671737,R,R,-0.37,1.53,-0.19,2.08,72.1,7.2,8,1,3,2,0,0,-1.0,104.9
83.5,669394,641927,R,R,-1.52,0.23,-0.74,2.71,74.8,8.5,4,0,1,2,4,0,-36.0,77.2
87.5,642136,623167,L,R,0.53,0.83,0.51,2.61,75.4,8.9,6,2,0,0,0,0,72.0,86.2
96.8,605170,683769,L,R,-0.81,1.48,-0.72,3.1,68.7,6.5,1,2,0,2,4,3,63.0,83.0
91.7,681082,681799,L,R,-0.39,0.94,-0.38,2.67,66.4,6.6,4,1,1,2,8,5,48.0,80.7
90.7,668939,686973,L,R,0.25,0.46,-0.43,2.25,69.1,6.6,4,0,0,2,6,0,18.0,100.4
96.2,622268,571927,L,L,1.29,0.83,-0.14,2.53,62.1,5.1,5,0,2,2,1,6,-3.0,85.7
78.9,663457,694738,L,R,1.69,-0.45,-0.05,1.47,74.6,7.4,13,2,0,2,1,3,31.0,100.7
81.7,686611,656457,R,L,-0.35,-0.4,0.27,2.11,75.2,7.9,5,2,0,1,6,0,-29.0,79.7
95.0,668845,689017,R,R,-0.53,1.28,0.41,3.62,61.2,5.5,12,0,3,2,1,0,54.0,78.9
88.6,665750,670871,L,R,-1.56,0.17,-0.82,2.39,65.7,8.7,4,1,1,2,5,0,-1.0,71.8
87.5,668885,622786,R,R,0.29,0.16,-0.15,1.63,72.1,7.8,8,0,1,1,4,4,5.0,82.8
96.7,553869,669194,R,R,-0.3,1.42,-0.75,2.05,75.3,6.3,4,1,2,2,2,8,-9.0,76.5
76.6,623993,573186,L,R,1.27,-0.7,0.72,1.95,75.0,8.0,9,0,0,1,3,1,34.0,106.9
82.5,677951,687792,R,L,1.21,0.39,0.32,2.87,71.2,6.7,6,0,0,0,0,0,60.0,65.1
93.7,621438,680885,R,R,0.07,0.53,0.76,2.83,69.8,7.8,6,2,1,2,0,3,3.0,98.7
81.8,602104,573186,R,R,1.71,-0.49,0.74,1.73,63.2,7.3,9,0,0,0,3,1,46.0,68.9
93.5,645277,622663,R,R,-1.06,1.03,0.52,2.26,78.4,6.7,6,2,0,0,4,0,33.0,90.7
87.7,665833,650644,L,R,0.42,0.57,-0.02,2.21,78.6,7.3,8,0,2,1,0,5,39.0,81.2
94.3,671213,670102,L,R,-0.35,1.43,-0.19,2.51,79.9,8.0,5,2,2,1,0,0,48.0,99.7
92.7,666139,682990,L,R,0.07,0.79,0.51,2.81,74.8,7.0,6,0,1,1,0,0,-13.0,84.6
81.3,666023,680730,R,L,-0.07,-0.48,0.47,2.61,72.3,7.2,6,2,0,0,0,0,63.0,70.5
103.8,608671,695243,L,R,-0.94,1.48,0.52,3.07,65.4,5.8,3,2,1,2,2,3,14.0,80.3
94.9,680777,700249,R,L,0.51,1.39,0.27,3.52,64.2,5.7,12,2,1,2,0,2,2.0,91.3
85.2,502054,678226,R,R,0.44,-0.21,-0.01,1.79,68.8,8.0,8,0,0,2,4,2,-31.0,56.5
93.1,592450,669203,R,R,0.52,0.51,0.15,2.55,82.2,7.7,5,0,2,0,1,0,20.0,75.2
94.6,668845,808967,R,R,-0.41,1.04,0.77,2.51,66.7,5.9,6,1,0,0,2,8,34.0,84.9
91.1,663837,686563,R,R,0.04,0.8,0.17,3.22,72.8,6.9,2,0,3,1,0,5,24.0,75.8
89.9,666134,607200,L,R,0.24,0.36,0.12,3.03,68.8,5.3,5,0,2,2,1,5,8.0,76.6
93.6,592626,657277,L,R,-0.7,0.66,0.02,3.12,60.0,6.3,2,0,0,2,0,0,-6.0,76.2
90.0,621566,664192,L,L,0.95,0.55,0.56,2.61,73.6,5.9,6,0,2,2,1,0,32.0,67.7
86.9,665782,677960,R,L,1.0,0.45,-0.27,2.7,75.8,7.3,5,2,0,0,0,2,24.0,89.2
90.7,683011,621199,R,R,-1.56,-0.01,-0.23,2.42,67.8,6.4,5,1,0,2,10,0,40.0,73.9
97.3,542303,623211,R,R,-1.25,0.62,-0.48,2.85,76.4,7.4,4,2,0,0,1,0,15.0,89.8
88.7,677951,571578,R,L,-0.15,0.76,-0.14,2.43,74.1,7.1,5,0,0,0,2,1,7.0,111.0
92.8,668715,668873,R,R,-0.36,1.24,0.3,2.65,69.6,7.5,6,0,0,0,0,0,29.0,101.8
95.4,686780,676105,R,R,-0.74,0.71,0.05,3.38,67.1,5.8,12,2,1,2,4,1,14.0,81.7
92.6,571771,593974,R,L,1.36,0.86,0.42,1.72,73.4,8.1,9,1,1,1,4,3,6.0,100.8
87.2,593428,689017,R,R,0.21,0.35,0.31,2.61,75.9,7.5,6,2,1,0,2,1,0.0,107.2
97.1,664770,472610,L,R,-1.14,0.9,-0.12,2.12,63.9,6.3,5,2,1,1,3,2,39.0,77.1
83.1,676914,641312,R,R,1.52,-0.2,0.2,2.23,69.6,6.9,5,2,0,0,5,15,-12.0,64.9
98.4,545121,668674,L,R,-1.11,1.12,-0.53,3.44,68.6,6.5,1,1,0,0,0,3,47.0,79.2
81.7,805779,670036,R,R,1.5,0.31,0.34,3.23,58.5,6.1,3,2,0,0,1,5,25.0,71.1
86.4,621043,700249,R,L,1.29,0.55,0.69,2.17,68.4,7.9,9,1,0,1,0,2,-16.0,84.8
86.5,663728,683155,L,R,-1.23,0.92,-0.56,2.1,76.6,8.8,7,0,1,0,0,0,25.0,103.0
87.3,608671,669372,L,R,-1.17,0.01,-0.49,2.73,65.6,6.6,4,1,1,2,0,0,-19.0,86.9
95.2,664983,663941,L,R,-0.94,1.19,-0.16,2.47,70.0,6.6,5,0,0,1,0,10,25.0,98.5
79.7,663457,663941,L,R,0.24,-1.19,0.03,1.34,76.6,8.4,14,1,0,0,1,0,-46.0,40.4
84.9,670042,666205,L,L,-0.13,0.2,0.07,2.52,81.5,7.3,5,2,1,2,6,2,-16.0,95.2
83.2,681297,641927,L,R,-1.51,0.39,-0.7,1.31,77.6,7.8,13,1,0,2,0,2,3.0,74.5
90.9,641680,687765,L,R,0.26,0.55,0.26,2.61,73.6,6.9,5,0,0,1,2,3,-15.0,91.2
97.5,606466,670970,R,L,1.26,1.16,0.35,2.17,70.7,8.0,9,1,3,1,3,5,27.0,104.3
88.4,641857,607200,L,R,-0.64,0.47,-0.13,1.32,70.2,8.1,13,2,0,1,1,3,-39.0,78.6
93.4,519317,642701,R,R,-1.58,0.87,-1.22,1.95,81.3,8.9,13,1,1,0,3,6,-17.0,79.7
79.1,622534,544150,R,R,0.17,-0.44,-0.26,2.21,67.8,7.3,8,1,0,0,1,0,38.0,72.6
95.2,663886,669713,R,R,-0.17,1.01,-0.64,2.29,71.9,7.0,4,0,2,2,0,0,51.0,80.2
95.4,681082,669022,L,L,0.27,1.57,0.08,2.16,69.6,7.3,5,1,2,0,0,0,29.0,75.0
94.2,596115,687922,R,L,0.39,1.42,-0.73,3.39,68.1,7.1,1,0,0,0,0,3,87.0,63.5
92.5,669394,621244,R,R,-0.61,1.16,0.22,2.83,75.3,7.7,2,1,3,0,0,0,45.0,98.4
95.8,608070,434378,L,R,-0.55,1.51,-1.2,3.16,72.6,7.3,11,1,1,2,2,4,75.0,84.7
89.3,665862,621107,L,R,-0.17,0.85,0.12,3.13,73.4,6.9,2,0,0,1,0,3,61.0,86.3
91.5,668939,805673,L,R,0.05,0.89,0.49,2.74,76.8,7.0,6,1,1,1,4,0,14.0,109.0
94.7,542303,679525,R,R,-0.94,1.29,-0.32,3.43,68.7,6.4,1,0,1,1,1,4,54.0,93.2
80.9,695336,656234,R,R,0.97,-0.54,0.75,2.82,73.4,7.4,6,1,1,1,6,5,-19.0,74.6
95.9,665833,606303,L,R,-0.67,1.26,-0.07,1.19,77.8,8.7,13,1,0,2,2,7,33.0,91.7
95.2,622534,677960,R,L,0.75,1.13,-0.23,2.87,70.4,6.8,5,0,0,0,0,0,28.0,92.6
95.6,677800,686752,L,R,-0.94,1.53,0.73,1.97,78.0,8.0,9,2,2,0,2,0,57.0,102.0
95.9,680776,643338,L,R,-0.58,1.39,0.46,2.87,72.4,6.4,6,2,1,0,3,3,52.0,74.0
84.6,672279,596295,L,L,-0.25,0.27,-0.16,2.47,63.0,6.8,5,2,2,1,3,1,-25.0,91.9
88.7,669394,687798,R,R,0.42,0.58,0.41,2.18,76.7,7.8,6,2,1,1,8,1,40.0,98.2
86.3,573262,668678,L,R,-0.93,0.42,-0.63,2.16,72.5,7.6,4,0,1,1,1,5,48.0,84.7
96.8,608385,680885,L,R,-0.28,1.13,0.45,2.84,72.2,6.8,6,0,1,2,0,5,12.0,79.8
